Element Id,Family,Type,Level,Angle,Angle 1,Area,Category,Center Radius,Center to End,Center to End Label,Center to Socket Bottom,Center to Socket Bottom Label,Center to Socket Bottom Not Found,Comments,Design Option,Elevation from Level,Export to IFC,Export to IFC As,Family and Type,Family Name,Fitting Outside Diameter,Fitting Outside Diameter 1,Fitting Outside Diameter 2,Fitting Outside Radius,Fitting Outside Radius 1,Fitting Outside Radius 2,Head Height,Head Width,Height,Height Offset,Host Id,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,IsCustom,Length,Length 1,Length 10,Length 11,Length 12,Length 2,Length 3,Length 4,Length 5,Length 6,Length 7,Length 8,Length 9,Loss Method,Loss Method Settings,Mark,Max Fitting Outside Diameter 12,Max Nominal Diameter 12,Maximum Size,Min Nominal Diameter 12,Minimum Size,Nominal Diameter,Nominal Diameter 1,Nominal Diameter 2,Nominal Radius,Nominal Radius 1,Nominal Radius 2,OffsetHeight,OffsetWidth,Overall Size,Phase Created,Phase Demolished,Pressure Drop,Radius 1,Radius 2,Size,Socket Bottom to Socket Bottom Run,Socket Depth,Socket Depth 1,Socket Depth 2,Socket Entrance Diameter,Socket Entrance Diameter 1,Socket Entrance Diameter 2,Socket Outside Diameter,Socket Outside Diameter 1,Socket Outside Diameter 2,Socket Outside Radius,Socket Outside Radius 1,Socket Outside Radius 2,SU/SD from Bottom,SU/SD from Top,System Abbreviation,System Classification,System Name,System Type,Thread Length,Tick Size,Tick Size 1,Tick Size 2,Type Id,Type Name,Use Annotation Scale,Visibility 1,Visibility 2,Visibility 3,Volume,Wall Thickness,Wall Thickness 1,Wall Thickness 2,Width Offset
1468145,Bend - PVC - Sch 40 - DWV,Standard,L5,90.00°,90.00°,,-2008049,"3 7/8""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-1' - 11""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,23EU9ZosXC$Propq92ibAi,,"0""",,,,"3 7/8""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1468634,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"2 5/8""","2 5/8""",,,,,,"-1' - 5""",0,,Standard,,"4 1/8""",,,"2 1/8""",,,,,,,,,23EU9ZosXC$Propq92ibo7,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,,,"4""ø-4""ø-4""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"1 5/8""",,,Standard,,Yes,,,,0.05 CF,,,,
1468679,Bend - PVC - Sch 40 - DWV,Standard,L4,45.00°,45.00°,,-2008049,"3 5/8""",,,"1 1/2""","1 1/2""","1 3/8""",,,"24' - 0 9/16""",0,,Standard,,"2 3/8""",,,"1 1/4""",,,,,,,,,23EU9ZosXC$Propq92ibrQ,,"0""",,,,"3 1/8""",,,,"1 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,"3/4""",,,"2 3/8""",,,"2 3/4""",,,"1 3/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1""",,,Standard,,Yes,,,,0.01 CF,"1/8""",,,
1468801,Bend - PVC - Sch 40 - DWV,Standard,L4,45.00°,45.00°,,-2008049,"3 5/8""",,,"1 1/2""","1 1/2""","1 3/8""",,,"25' - 5 17/32""",0,,Standard,,"2 3/8""",,,"1 1/4""",,,,,,,,,23EU9ZosXC$Propq92ibtS,,"0""",,,,"3 1/8""",,,,"1 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,"3/4""",,,"2 3/8""",,,"2 3/4""",,,"1 3/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1""",,,Standard,,Yes,,,,0.01 CF,"1/8""",,,
1468824,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"2 5/8""","2 5/8""",,,,,,"0' - 8""",0,,Standard,,"4 1/8""",,,"2 1/8""",,,,,,,,,23EU9ZosXC$Propq92ibt5,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,,,"4""ø-4""ø-4""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"1 5/8""",,,Standard,,Yes,,,,0.05 CF,,,,
1468832,Transition - Generic,Standard,L4,,,0 SF,-2008049,,,,,,,,,"0' - 8""",0,,Standard,,,"4 1/8""","2 1/8""",,"2 1/8""","1 1/8""",,,,"120""",,,23EU9ZosXC$Propq92ibtz,,"0""",,,"1""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,"4 1/8""",,"4""",,"2""",,"4""","2""",,"2""","1""","2""","2""","4""ø-2""ø",New Construction,,0.00 psi,,,"4""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,,"1 5/8""","7/8""",Standard,,Yes,No,Yes,No,0.00 CF,,,,"120"""
1468834,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"1 3/8""","1 3/8""",,,,,,,"0' - 8""",0,,Standard,,"2 1/8""",,,"1 1/8""",,,,,,,,,23EU9ZosXC$Propq92ibt$,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"7/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1468896,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"2 5/8""","2 5/8""",,,,,,"0' - 8""",0,,Standard,,"4 1/8""",,,"2 1/8""",,,,,,,,,23EU9ZosXC$Propq92ibsz,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,,,"4""ø-4""ø-4""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"1 5/8""",,,Standard,,Yes,,,,0.05 CF,,,,
1468904,Transition - Generic,Standard,L3,,,0 SF,-2008049,,,,,,,,,"0' - 8""",0,,Standard,,,"4 1/8""","2 1/8""",,"2 1/8""","1 1/8""",,,,"120""",,,23EU9ZosXC$Propq92ibsr,,"0""",,,"1""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,"4 1/8""",,"4""",,"2""",,"4""","2""",,"2""","1""","2""","2""","4""ø-2""ø",New Construction,,0.00 psi,,,"4""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,,"1 5/8""","7/8""",Standard,,Yes,No,Yes,No,0.00 CF,,,,"120"""
1468906,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"1 3/8""","1 3/8""",,,,,,,"0' - 8""",0,,Standard,,"2 1/8""",,,"1 1/8""",,,,,,,,,23EU9ZosXC$Propq92ibst,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"7/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1469103,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L3,90.00°,,,-2008049,"3 7/8""",,,"3 7/8""","3 7/8""",,,,"-2' - 3""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,23EU9ZosXC$Propq92ibxo,,"0""",,,,"186 1/8""","2 1/2""","1 3/4""","1 3/4""","183 7/8""","3 7/8""","183 7/8""","5 5/8""","187 7/8""","6 3/8""","3 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/2""","2 1/2""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.17 CF,"1/4""",,,
1469107,Reducer - PVC - Sch 40 - DWV,Standard,L3,,,0 SF,-2008049,,,,,,,,,"-2' - 3""",0,,Standard,,,"4 1/2""","4 1/2""",,"2 1/4""","2 1/4""",,,,"120""",,,23EU9ZosXC$Propq92ibxk,,"0""",,,"4 3/8""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,"4""","4""","4""","4""",,"4""","4""",,"2""","2""","2""","2 11/64""","4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,,"1 3/4""","1 3/4""",,"4 1/2""","4 1/2""",,"5""","5""",,"2 1/2""","2 1/2""",,,,Sanitary,Building Sanitary,Sanitary,,,"1 3/4""","1 3/4""",Standard,,Yes,Yes,No,No,0.05 CF,,"1/4""","1/4""","120 1/8"""
1469110,Bend - PVC - Sch 40 - DWV,Standard,L3,90.00°,90.00°,,-2008049,"3 7/8""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-2' - 3""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,23EU9ZosXC$Propq92ibxh,,"0""",,,,"3 7/8""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1469206,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,23EU9ZosXC$Propq92ibzB,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1469482,Bend - PVC - Sch 40 - DWV,Standard,L4,45.00°,45.00°,,-2008049,"5 1/4""",,,"2 1/4""","2 1/4""","2 1/4""",,,"-36' - 4 9/16""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1xemZ06VD1KxNU_0G7qUrs,,"0""",,,,"5""",,,,"2 3/4""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.08 CF,"1/4""",,,
1469496,Bend - PVC - Sch 40 - DWV,Standard,L4,45.00°,45.00°,,-2008049,"5 1/4""",,,"2 1/4""","2 1/4""","2 1/4""",,,"-36' - 11 5/8""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1xemZ06VD1KxNU_0G7qUra,,"0""",,,,"5""",,,,"2 3/4""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.08 CF,"1/4""",,,
1470271,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"7 3/4""",,,"7 1/2""","7 1/2""",,,,"-9' - 5""",0,,Standard,,"10 3/4""",,,"5 3/8""",,,,,,,,,1lJIfjOUP7e9AR64sJXhmp,,"0""",,,,"193 3/8""","5 3/4""","5""","5""","187 5/8""","7 1/2""","187 3/4""","12 1/2""","198 3/8""","13 3/8""","7 3/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"10""",,"10""","10""",,,"5""",,,,,"10""ø-10""ø-10""ø",New Construction,,,"5 3/4""","5 3/4""","10""ø-10""ø-10""ø","13 1/4""","5""",,,"10 3/4""",,,"11 3/8""",,,"5 3/4""",,,,,,Sanitary,Building Sanitary,Sanitary,,"4 1/4""",,,Standard,,Yes,,,,2.22 CF,"3/8""",,,
1470301,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,7.86°,22.50°,,-2008049,"14 1/2""",,,"1""","1""","1""",,,"-3' - 4 5/16""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1lJIfjOUP7e9AR64sJXhnH,,"0""",,,,"3 3/4""",,,,"3/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.06 CF,"1/4""",,,
1470305,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,7.86°,22.50°,,-2008049,"14 1/2""",,,"1""","1""","1""",,,"-2' - 0""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1lJIfjOUP7e9AR64sJXhnj,,"0""",,,,"3 3/4""",,,,"3/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.06 CF,"1/4""",,,
1470391,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,10.65°,22.50°,,-2008049,"10 3/4""",,,"1""","1""","1""",,,"-2' - 0 1/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1lJIfjOUP7e9AR64sJXhox,,"0""",,,,"3 3/4""",,,,"1/2""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.06 CF,"1/4""",,,
1470567,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,45.00°,45.00°,,-2008049,"5 1/4""",,,"2 1/4""","2 1/4""","2 1/4""",,,"-1' - 0""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,0ro6SVri5E3eK15HoZCtsf,,"0""",,,,"5""",,,,"2 3/4""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.08 CF,"1/4""",,,
1470698,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,45.00°,45.00°,,-2008049,"5 1/4""",,,"2 1/4""","2 1/4""","2 1/4""",,,"-1' - 11 3/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,0ro6SVri5E3eK15HoZCtqa,,"0""",,,,"5""",,,,"2 3/4""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.08 CF,"1/4""",,,
1470731,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,45.00°,45.00°,,-2008049,"5 1/4""",,,"2 1/4""","2 1/4""","2 1/4""",,,"-1' - 0""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,0ro6SVri5E3eK15HoZCtp5,,"0""",,,,"5""",,,,"2 3/4""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.08 CF,"1/4""",,,
1470768,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,45.00°,45.00°,,-2008049,"5 1/4""",,,"2 1/4""","2 1/4""","2 1/4""",,,"-1' - 11 3/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,0ro6SVri5E3eK15HoZCtp_,,"0""",,,,"5""",,,,"2 3/4""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.08 CF,"1/4""",,,
1470794,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"4""",,,"3 7/8""","3 7/8""",,,,"-3' - 11""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,0ro6SVri5E3eK15HoZCto4,,"0""",,,,"186 1/2""","2 1/2""","1 3/4""","1 3/4""","184""","3 7/8""","184""","5 5/8""","188 1/4""","6 1/2""","3 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/2""","2 1/2""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.18 CF,"1/4""",,,
1470830,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"6 1/8""",,,"6""","6""",,,,"-8' - 0 3/4""",0,,Standard,,"8 5/8""",,,"4 3/8""",,,,,,,,,0ro6SVri5E3eK15HoZCtoW,,"0""",,,,"190 3/4""","4 5/8""","4""","4""","186 1/8""","6""","186 1/4""","10""","194 3/4""","10 3/4""","5 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"8""",,"8""","8""",,,"4""",,,,,"8""ø-8""ø-8""ø",New Construction,,,"4 5/8""","4 5/8""","8""ø-8""ø-8""ø","10 1/2""","4""",,,"8 5/8""",,,"9 1/4""",,,"4 5/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"3 1/2""",,,Standard,,Yes,,,,1.16 CF,"3/8""",,,
1470838,Reducer - PVC - Sch 40 - DWV,Standard,L1 - Block 37,,,1 SF,-2008049,,,,,,,,,"-7' - 2 3/4""",0,,Standard,,,"8 5/8""","4 1/2""",,"4 3/8""","2 1/4""",,,,"120""",,,0ro6SVri5E3eK15HoZCtou,,"0""",,,"8 1/8""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,"8""","8""","4""","4""",,"8""","4""",,"4""","2""","4""","4""","8""ø-4""ø",New Construction,,0.00 psi,,,"8""ø-4""ø",,,"4""","1 3/4""",,"8 5/8""","4 1/2""",,"9 1/4""","5""",,"4 5/8""","2 1/2""",,,,Sanitary,Building Sanitary,Sanitary,,,"3 1/2""","1 3/4""",Standard,,Yes,No,Yes,No,0.23 CF,,"3/8""","1/4""","120"""
1470840,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,90.00°,,-2008049,"4""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-4' - 0 1/2""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,0ro6SVri5E3eK15HoZCtos,,"0""",,,,"4""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1471166,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"4""",,,"3 7/8""","3 7/8""",,,,"-3' - 9 17/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1pyT6TIrzBPhYQohhqjujF,,"0""",,,,"186 1/2""","2 1/2""","1 3/4""","1 3/4""","184""","3 7/8""","184""","5 5/8""","188 1/4""","6 1/2""","3 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/2""","2 1/2""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.18 CF,"1/4""",,,
1471196,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"6 1/8""",,,"6""","6""",,,,"-8' - 5 13/16""",0,,Standard,,"8 5/8""",,,"4 3/8""",,,,,,,,,1pyT6TIrzBPhYQohhqjuij,,"0""",,,,"190 3/4""","4 5/8""","4""","4""","186 1/8""","6""","186 1/4""","10""","194 3/4""","10 3/4""","5 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"8""",,"8""","8""",,,"4""",,,,,"8""ø-8""ø-8""ø",New Construction,,,"4 5/8""","4 5/8""","8""ø-8""ø-8""ø","10 1/2""","4""",,,"8 5/8""",,,"9 1/4""",,,"4 5/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"3 1/2""",,,Standard,,Yes,,,,1.16 CF,"3/8""",,,
1471204,Reducer - PVC - Sch 40 - DWV,Standard,L1 - Block 37,,,1 SF,-2008049,,,,,,,,,"-7' - 7 13/16""",0,,Standard,,,"8 5/8""","4 1/2""",,"4 3/8""","2 1/4""",,,,"120""",,,1pyT6TIrzBPhYQohhqjuiL,,"0""",,,"8 1/8""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,"8""","8""","4""","4""",,"8""","4""",,"4""","2""","4""","4""","8""ø-4""ø",New Construction,,0.00 psi,,,"8""ø-4""ø",,,"4""","1 3/4""",,"8 5/8""","4 1/2""",,"9 1/4""","5""",,"4 5/8""","2 1/2""",,,,Sanitary,Building Sanitary,Sanitary,,,"3 1/2""","1 3/4""",Standard,,Yes,No,Yes,No,0.23 CF,,"3/8""","1/4""","120"""
1471206,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,90.00°,,-2008049,"4""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-4' - 4 13/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1pyT6TIrzBPhYQohhqjuiN,,"0""",,,,"4""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1471491,Bend - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,90.00°,,-2008049,"4""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-3' - 7 15/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1pyT6TIrzBPhYQohhqjuto,,"0""",,,,"4""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1471521,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"4""",,,"3 7/8""","3 7/8""",,,,"-3' - 10 15/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1pyT6TIrzBPhYQohhqjutG,,"0""",,,,"186 1/2""","2 1/2""","1 3/4""","1 3/4""","184""","3 7/8""","184""","5 5/8""","188 1/4""","6 1/2""","3 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,85,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/2""","2 1/2""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.18 CF,"1/4""",,,
1471546,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L1 - Block 37,88.81°,,,-2008049,"4""",,,"3 7/8""","3 7/8""",,,,"-5' - 0 29/32""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,1pyT6TIrzBPhYQohhqjutB,,"0""",,,,"186 1/2""","2 1/2""","1 3/4""","1 3/4""","184""","3 7/8""","184""","5 5/8""","188 1/4""","6 1/2""","3 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/2""","2 1/2""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.18 CF,"1/4""",,,
